id,direction,entry_price,entry_time,entry_time_ts,exit_price,exit_time,exit_time_ts,exit_reason,sl,tps,initial_size,pnl,pnl_percent,cumulative_pnl,tp_hits,r_return
226,short,3973.41,2026-07-01 10:05:00+00:00,1782900300,3992.14,2026-07-01 11:30:00+00:00,1782905400,SL,3991.99,"[np.float64(3890.64), np.float64(3791.14), None, None, None]",53.83,-1008.01,-0.47,84396.75,[],-1.01
227,long,4063.33,2026-07-02 12:10:00+00:00,1782994200,4063.83,2026-07-02 13:15:00+00:00,1782998100,News Embargo,4054.01,"[np.float64(4117.54), np.float64(4182.76), None, None, None]",81.77,40.88,0.01,84437.64,[],0.04
228,long,4174.48,2026-07-03 06:20:00+00:00,1783059600,4168.05,2026-07-03 07:00:00+00:00,1783062000,SL,4168.2,"[np.float64(4211.98), np.float64(4257.15), None, None, None]",117.43,-754.5,-0.15,83683.14,[],-0.75
229,long,4171.75,2026-07-03 16:00:00+00:00,1783094400,4183.06,2026-07-06 00:45:00+00:00,1783298700,SL,4183.21,"[np.float64(4222.51), np.float64(4283.59), None, None, None]",87.24,986.72,0.27,84669.86,[],0.99
230,short,4150.38,2026-07-06 16:25:00+00:00,1783355100,4161.62,2026-07-06 18:55:00+00:00,1783364100,SL,4161.47,"[np.float64(4091.36), np.float64(4020.36), None, None, None]",75.2,-845.1,-0.27,83824.76,[],-0.85
231,long,4121.18,2026-07-08 08:55:00+00:00,1783500900,4110.2,2026-07-08 09:15:00+00:00,1783502100,SL,4110.35,"[np.float64(4169.09), np.float64(4226.77), None, None, None]",92.33,-1013.83,-0.27,82810.93,[],-1.01
232,short,4108.93,2026-07-10 13:15:00+00:00,1783689300,4099.65,2026-07-10 15:40:00+00:00,1783698000,SL,4099.5,"[np.float64(4035.02), np.float64(3946.16), None, None, None]",60.22,558.8,0.23,83369.73,[],0.56
233,short,4107.45,2026-07-10 17:45:00+00:00,1783705500,4111.51,2026-07-10 21:30:00+00:00,1783719000,Weekend Close,4116.21,"[np.float64(4056.07), np.float64(3994.23), None, None, None]",86.2,-349.97,-0.1,83019.76,[],-0.35
234,long,4074.26,2026-07-14 16:40:00+00:00,1784047200,4050.18,2026-07-14 19:40:00+00:00,1784058000,SL,4050.33,"[np.float64(4181.13), np.float64(4309.56), None, None, None]",41.78,-1006.17,-0.59,82013.59,[],-1.01
235,short,4031.62,2026-07-16 10:30:00+00:00,1784197800,4038.58,2026-07-16 12:45:00+00:00,1784205900,SL,4038.43,"[np.float64(3983.82), np.float64(3926.29), None, None, None]",92.55,-643.89,-0.17,81369.7,[],-0.64
236,short,4032.05,2026-07-16 12:45:00+00:00,1784205900,4039.53,2026-07-16 12:50:00+00:00,1784206200,Signal,4050.48,"[np.float64(3949.92), np.float64(3851.19), None, None, None]",54.25,-405.79,-0.19,80963.91,[],-0.41
237,long,4039.53,2026-07-16 12:50:00+00:00,1784206200,4031.54,2026-07-16 13:10:00+00:00,1784207400,Signal,4013.62,"[np.float64(4155.3), np.float64(4294.41), None, None, None]",38.59,-308.33,-0.2,80655.58,[],-0.31
238,short,4031.54,2026-07-16 13:10:00+00:00,1784207400,4000.47,2026-07-16 14:25:00+00:00,1784211900,SL,4000.32,"[np.float64(3957.23), np.float64(3867.88), None, None, None]",59.89,1861.08,0.77,82516.66,[],1.86
239,long,4012.83,2026-07-20 15:45:00+00:00,1784562300,4058.09,2026-07-21 12:00:00+00:00,1784635200,SL,4058.24,"[np.float64(4084.77), np.float64(4171.28), None, None, None]",61.84,2798.7,1.13,85315.36,[],2.8
240,long,4059.13,2026-07-21 13:15:00+00:00,1784639700,4049.28,2026-07-21 14:30:00+00:00,1784644200,SL,4049.43,"[np.float64(4103.81), np.float64(4157.6), None, None, None]",98.9,-974.04,-0.24,84341.32,[],-0.97
241,long,4050.55,2026-07-21 14:45:00+00:00,1784645100,4114.41,2026-07-22 07:25:00+00:00,1784705100,Trail_SL,4114.56,"[np.float64(4125.71), np.float64(4216.07), None, None, None]",59.23,4112.71,1.71,88454.04,[1],4.11
242,long,4120.27,2026-07-22 12:45:00+00:00,1784724300,4111.9,2026-07-22 13:55:00+00:00,1784728500,SL,4112.05,"[np.float64(4182.06), np.float64(4256.39), None, None, None]",71.87,-601.76,-0.2,87852.28,[],-0.6
243,long,4098.11,2026-07-27 11:35:00+00:00,1785152100,4080.12,2026-07-27 14:25:00+00:00,1785162300,SL,4080.27,"[np.float64(4177.58), np.float64(4273.12), None, None, None]",56.04,-1008.35,-0.44,86843.93,[],-1.01
244,short,4049.92,2026-07-28 08:25:00+00:00,1785227100,4029.86,2026-07-28 12:15:00+00:00,1785240900,SL,4029.71,"[np.float64(4014.53), np.float64(3971.88), None, None, None]",124.25,2492.78,0.5,89336.71,[],2.49
245,short,4060.87,2026-08-03 08:00:00+00:00,1785744000,4034.24,2026-08-03 14:30:00+00:00,1785767400,News Embargo,4062.48,"[np.float64(3974.33), np.float64(3870.3), None, None, None]",51.51,1371.71,0.66,90708.42,[],1.37
246,short,4056.6,2026-08-04 07:30:00+00:00,1785828600,4071.71,2026-08-04 09:00:00+00:00,1785834000,SL,4071.56,"[np.float64(3990.1), np.float64(3910.13), None, None, None]",66.84,-1009.96,-0.37,89698.46,[],-1.01
247,short,4058.73,2026-08-04 09:35:00+00:00,1785836100,4058.29,2026-08-04 11:45:00+00:00,1785843900,Signal,4071.44,"[np.float64(3986.62), np.float64(3899.92), None, None, None]",61.7,27.15,0.01,89725.6,[],0.03
248,long,4058.29,2026-08-04 11:45:00+00:00,1785843900,4063.65,2026-08-04 13:05:00+00:00,1785848700,SL,4063.8,"[np.float64(4114.55), np.float64(4182.23), None, None, None]",78.84,422.94,0.13,90148.54,[],0.42
249,long,4338.49,2026-08-10 15:20:00+00:00,1786375200,4392.98,2026-08-11 06:25:00+00:00,1786429500,SL,4393.13,"[np.float64(4455.9), np.float64(4596.98), None, None, None]",38.06,2073.89,1.26,92222.43,[],2.07
250,long,4408.72,2026-08-12 13:10:00+00:00,1786540200,4408.42,2026-08-12 13:15:00+00:00,1786540500,News Embargo,4399.6,"[np.float64(4448.95), np.float64(4497.4), None, None, None]",109.62,-32.89,-0.01,92189.55,[],-0.03
251,short,4393.56,2026-08-13 14:00:00+00:00,1786629600,4343.84,2026-08-14 08:55:00+00:00,1786697700,SL,4343.69,"[np.float64(4302.0), np.float64(4191.94), None, None, None]",48.71,2421.91,1.13,94611.46,[],2.42
252,long,4393.0,2026-08-17 06:15:00+00:00,1786947300,4389.2,2026-08-17 13:25:00+00:00,1786973100,SL,4389.35,"[np.float64(4453.8), np.float64(4526.93), None, None, None]",73.03,-277.51,-0.09,94333.95,[],-0.28
253,short,4395.45,2026-08-18 13:20:00+00:00,1787059200,4397.27,2026-08-18 14:35:00+00:00,1787063700,SL,4397.12,"[np.float64(4338.29), np.float64(4269.51), None, None, None]",77.6,-141.1,-0.04,94192.85,[],-0.14
254,long,4403.07,2026-08-18 14:35:00+00:00,1787063700,4394.91,2026-08-18 14:45:00+00:00,1787064300,Signal,4376.03,"[np.float64(4523.94), np.float64(4669.16), None, None, None]",36.98,-301.76,-0.19,93891.09,[],-0.3
255,short,4394.91,2026-08-18 14:45:00+00:00,1787064300,4404.23,2026-08-18 15:00:00+00:00,1787065200,Signal,4415.44,"[np.float64(4303.36), np.float64(4193.31), None, None, None]",48.71,-453.98,-0.21,93437.12,[],-0.45
256,long,4404.23,2026-08-18 15:00:00+00:00,1787065200,4397.91,2026-08-18 15:05:00+00:00,1787065500,Signal,4374.36,"[np.float64(4537.82), np.float64(4698.31), None, None, None]",33.48,-211.59,-0.14,93225.52,[],-0.21
257,short,4397.91,2026-08-18 15:05:00+00:00,1787065500,4401.59,2026-08-18 15:15:00+00:00,1787066100,Signal,4418.66,"[np.float64(4305.37), np.float64(4194.14), None, None, None]",48.2,-177.38,-0.08,93048.15,[],-0.18
258,long,4401.59,2026-08-18 15:15:00+00:00,1787066100,4397.51,2026-08-18 15:20:00+00:00,1787066400,Signal,4373.59,"[np.float64(4526.75), np.float64(4677.11), None, None, None]",35.72,-145.74,-0.09,92902.41,[],-0.15
259,short,4397.51,2026-08-18 15:20:00+00:00,1787066400,4356.4,2026-08-19 02:40:00+00:00,1787107200,SL,4356.25,"[np.float64(4307.57), np.float64(4199.46), None, None, None]",49.58,2038.1,0.93,94940.51,[],2.04
260,short,4491.16,2026-08-20 09:25:00+00:00,1787217900,4470.84,2026-08-20 13:45:00+00:00,1787233500,SL,4470.69,"[np.float64(4435.4), np.float64(4368.3), None, None, None]",79.52,1615.81,0.45,96556.32,[],1.62
261,long,4587.29,2026-08-21 14:35:00+00:00,1787322900,4610.59,2026-08-21 21:30:00+00:00,1787347800,Weekend Close,4584.84,"[np.float64(4719.4), np.float64(4878.12), None, None, None]",33.85,788.71,0.51,97345.02,[],0.79
262,long,4632.74,2026-08-24 06:30:00+00:00,1787553000,4637.45,2026-08-24 08:40:00+00:00,1787560800,SL,4637.6,"[np.float64(4694.56), np.float64(4768.93), None, None, None]",71.83,338.0,0.1,97683.02,[],0.34
263,long,4637.41,2026-08-24 09:35:00+00:00,1787564100,4647.67,2026-08-24 16:45:00+00:00,1787589900,SL,4647.82,"[np.float64(4729.42), np.float64(4840.01), None, None, None]",48.47,497.38,0.22,98180.4,[],0.5
264,short,4640.3,2026-08-25 12:05:00+00:00,1787659500,4625.56,2026-08-25 15:10:00+00:00,1787670600,SL,4625.41,"[np.float64(4583.9), np.float64(4516.03), None, None, None]",78.63,1159.2,0.32,99339.6,[],1.16
265,short,4623.92,2026-08-26 15:00:00+00:00,1787756400,4623.85,2026-08-27 00:35:00+00:00,1787790900,SL,4623.7,"[np.float64(4510.05), np.float64(4373.24), None, None, None]",39.24,2.79,0.0,99342.4,[],0.0
266,long,4601.37,2026-08-28 11:45:00+00:00,1787917500,4593.36,2026-08-28 12:35:00+00:00,1787920500,SL,4593.51,"[np.float64(4635.93), np.float64(4677.57), None, None, None]",127.19,-1019.11,-0.17,98323.29,[],-1.02
267,long,4601.46,2026-08-28 13:20:00+00:00,1787923200,4602.83,2026-08-28 15:00:00+00:00,1787929200,SL,4602.98,"[np.float64(4668.49), np.float64(4749.11), None, None, None]",66.31,91.01,0.03,98414.29,[],0.09
268,short,4577.11,2026-08-28 15:00:00+00:00,1787929200,4458.24,2026-08-28 21:30:00+00:00,1787952600,Weekend Close,4564.75,"[np.float64(4242.26), np.float64(3840.26), None, None, None]",13.41,1594.05,2.6,100008.34,[],1.59
269,short,4433.7,2026-08-31 06:20:00+00:00,1788157200,4445.19,2026-08-31 08:20:00+00:00,1788164400,SL,4445.04,"[np.float64(4383.48), np.float64(4323.04), None, None, None]",88.16,-1013.21,-0.26,98995.13,[],-1.01
270,short,4437.29,2026-08-31 09:20:00+00:00,1788168000,4453.86,2026-08-31 11:50:00+00:00,1788177000,SL,4453.71,"[np.float64(4364.23), np.float64(4276.39), None, None, None]",60.91,-1009.15,-0.37,97985.99,[],-1.01
271,long,4318.78,2026-09-02 10:05:00+00:00,1788343500,4303.95,2026-09-02 11:05:00+00:00,1788347100,SL,4304.1,"[np.float64(4384.0), np.float64(4462.45), None, None, None]",68.13,-1010.17,-0.34,96975.82,[],-1.01
272,short,4404.59,2026-09-08 12:35:00+00:00,1788870900,4403.3,2026-09-08 13:30:00+00:00,1788874200,SL,4403.15,"[np.float64(4353.48), np.float64(4291.97), None, None, None]",86.65,111.36,0.03,97087.18,[],0.11
273,long,4337.29,2026-09-14 06:55:00+00:00,1789368900,4311.05,2026-09-14 08:50:00+00:00,1789375800,SL,4311.2,"[np.float64(4453.89), np.float64(4593.98), None, None, None]",38.32,-1005.66,-0.61,96081.52,[],-1.01
274,long,4381.63,2026-09-18 12:55:00+00:00,1789736100,4363.56,2026-09-18 13:20:00+00:00,1789737600,SL,4363.71,"[np.float64(4461.44), np.float64(4557.38), None, None, None]",55.81,-1008.38,-0.41,95073.14,[],-1.01
275,short,4355.29,2026-09-21 09:35:00+00:00,1789983300,4357.14,2026-09-21 12:30:00+00:00,1789993800,SL,4356.99,"[np.float64(4308.39), np.float64(4251.92), None, None, None]",94.28,-174.41,-0.04,94898.73,[],-0.17
276,short,4331.01,2026-09-22 14:35:00+00:00,1790087700,4346.72,2026-09-22 18:50:00+00:00,1790103000,SL,4346.57,"[np.float64(4242.69), np.float64(4136.54), None, None, None]",50.48,-793.27,-0.36,94105.46,[],-0.79
