id,direction,entry_price,entry_time,entry_time_ts,exit_price,exit_time,exit_time_ts,exit_reason,sl,tps,initial_size,pnl,pnl_percent,cumulative_pnl,tp_hits,r_return
112,short,4331.97,2025-12-31 15:05:00+00:00,1767193500,4354.74,2026-01-02 00:55:00+00:00,1767315300,SL,4354.59,"[np.float64(4231.0), np.float64(4109.66), None, None, None]",44.21,-1006.67,-0.53,31672.06,[],-1.01
113,long,4414.24,2026-01-05 13:45:00+00:00,1767620700,4447.21,2026-01-05 15:45:00+00:00,1767627900,News Embargo,4432.19,"[np.float64(4479.67), np.float64(4558.36), None, None, None]",67.92,2239.32,0.75,33911.38,[],2.24
114,long,4458.15,2026-01-06 09:10:00+00:00,1767690600,4445.09,2026-01-06 09:50:00+00:00,1767693000,SL,4445.24,"[np.float64(4515.4), np.float64(4584.29), None, None, None]",77.48,-1011.63,-0.29,32899.76,[],-1.01
115,short,4423.65,2026-01-08 13:55:00+00:00,1767880500,4446.63,2026-01-08 15:10:00+00:00,1767885000,SL,4446.48,"[np.float64(4321.72), np.float64(4199.23), None, None, None]",43.79,-1006.48,-0.52,31893.28,[],-1.01
116,short,4467.59,2026-01-09 12:25:00+00:00,1767961500,4483.75,2026-01-09 13:30:00+00:00,1767965400,SL,4483.6,"[np.float64(4396.38), np.float64(4310.75), None, None, None]",62.47,-1009.38,-0.36,30883.9,[],-1.01
117,long,4487.17,2026-01-09 13:30:00+00:00,1767965400,4489.68,2026-01-09 14:15:00+00:00,1767968100,News Embargo,4447.38,"[np.float64(4665.38), np.float64(4879.41), None, None, None]",25.14,63.1,0.06,30947.0,[],0.06
118,long,4587.46,2026-01-12 11:30:00+00:00,1768217400,4603.54,2026-01-12 14:00:00+00:00,1768226400,SL,4603.69,"[np.float64(4633.67), np.float64(4689.3), None, None, None]",95.68,1538.28,0.35,32485.28,[],1.54
119,short,4588.67,2026-01-13 06:05:00+00:00,1768284300,4590.11,2026-01-13 12:45:00+00:00,1768308300,Signal,4603.06,"[np.float64(4504.27), np.float64(4402.82), None, None, None]",52.8,-76.03,-0.03,32409.25,[],-0.08
120,long,4590.11,2026-01-13 12:45:00+00:00,1768308300,4618.67,2026-01-13 14:15:00+00:00,1768313700,News Embargo,4595.47,"[np.float64(4661.41), np.float64(4747.15), None, None, None]",62.39,1781.86,0.62,34191.11,[],1.78
121,long,4629.21,2026-01-14 11:50:00+00:00,1768391400,4625.43,2026-01-14 13:30:00+00:00,1768397400,SL,4625.58,"[np.float64(4674.66), np.float64(4729.37), None, None, None]",97.26,-367.79,-0.08,33823.31,[],-0.37
122,long,4630.31,2026-01-14 13:30:00+00:00,1768397400,4634.21,2026-01-14 14:15:00+00:00,1768400100,News Embargo,4615.47,"[np.float64(4696.25), np.float64(4775.56), None, None, None]",67.4,262.86,0.08,34086.17,[],0.26
123,short,4601.68,2026-01-16 15:15:00+00:00,1768576500,4584.88,2026-01-16 16:05:00+00:00,1768579500,SL,4584.73,"[np.float64(4469.9), np.float64(4311.58), None, None, None]",33.94,570.24,0.37,34656.42,[],0.57
124,long,4667.0,2026-01-19 11:25:00+00:00,1768821900,4662.29,2026-01-20 00:25:00+00:00,1768868700,SL,4662.44,"[np.float64(4716.49), np.float64(4776.05), None, None, None]",89.44,-421.15,-0.1,34235.27,[],-0.42
125,long,4724.16,2026-01-20 13:30:00+00:00,1768915800,4859.48,2026-01-21 06:40:00+00:00,1768977600,Trail_SL,4859.63,"[np.float64(4803.99), np.float64(4899.96), None, None, None]",55.79,5997.2,2.28,40232.46,[1],6.0
126,long,4864.6,2026-01-21 14:05:00+00:00,1769004300,4827.72,2026-01-21 15:20:00+00:00,1769008800,SL,4827.87,"[np.float64(5029.06), np.float64(5226.59), None, None, None]",27.23,-1004.24,-0.76,39228.23,[],-1.0
127,long,4823.97,2026-01-22 14:15:00+00:00,1769091300,4934.05,2026-01-23 08:20:00+00:00,1769156400,Trail_SL,4934.2,"[np.float64(4916.93), np.float64(5028.66), None, None, None]",47.98,4867.15,2.1,44095.38,[1],4.87
128,short,4931.03,2026-01-23 13:25:00+00:00,1769174700,4946.19,2026-01-23 14:10:00+00:00,1769177400,SL,4946.04,"[np.float64(4864.3), np.float64(4784.05), None, None, None]",66.61,-1009.93,-0.31,43085.45,[],-1.01
129,short,4940.22,2026-01-23 14:20:00+00:00,1769178000,4960.22,2026-01-23 15:40:00+00:00,1769182800,SL,4960.07,"[np.float64(4851.74), np.float64(4745.39), None, None, None]",50.39,-1007.55,-0.4,42077.9,[],-1.01
130,long,5078.85,2026-01-26 12:55:00+00:00,1769432100,5066.49,2026-01-26 13:00:00+00:00,1769432400,SL,5066.64,"[np.float64(5132.96), np.float64(5198.07), None, None, None]",81.91,-1012.24,-0.24,41065.66,[],-1.01
131,long,5085.05,2026-01-26 14:30:00+00:00,1769437800,5063.48,2026-01-26 18:40:00+00:00,1769452800,SL,5063.63,"[np.float64(5200.77), np.float64(5339.81), None, None, None]",38.61,-832.72,-0.42,40232.95,[],-0.83
132,long,5076.82,2026-01-27 11:55:00+00:00,1769514900,5067.06,2026-01-27 14:05:00+00:00,1769522700,SL,5067.21,"[np.float64(5148.23), np.float64(5234.1), None, None, None]",62.3,-608.2,-0.19,39624.75,[],-0.61
133,long,5075.31,2026-01-27 15:20:00+00:00,1769527200,5260.33,2026-01-28 11:00:00+00:00,1769598000,Trail_SL,5260.48,"[np.float64(5218.14), np.float64(5389.73), None, None, None]",31.32,5131.87,3.23,44756.62,[1],5.13
134,long,5256.95,2026-01-28 15:10:00+00:00,1769613000,5310.65,2026-01-28 19:45:00+00:00,1769629500,News Embargo,5249.88,"[np.float64(5470.4), np.float64(5726.72), None, None, None]",21.0,1127.7,1.02,45884.32,[],1.13
135,short,5520.12,2026-01-29 14:30:00+00:00,1769697000,5199.52,2026-01-29 15:30:00+00:00,1769700600,Trail_SL,5199.37,"[np.float64(5280.04), np.float64(4991.77), None, None, None]",18.68,5235.3,5.08,51119.61,[1],5.24
136,long,4703.37,2026-02-02 15:35:00+00:00,1770046500,4675.58,2026-02-02 15:45:00+00:00,1770047100,News Embargo,4603.66,"[np.float64(5151.25), np.float64(5688.9), None, None, None]",10.03,-278.73,-0.59,50840.88,[],-0.28
137,long,4696.92,2026-02-02 16:20:00+00:00,1770049200,5036.94,2026-02-04 14:05:00+00:00,1770213900,Signal,4941.65,"[np.float64(5119.28), np.float64(5626.28), None, None, None]",10.63,3614.41,7.24,54455.29,[],3.61
138,short,5036.94,2026-02-04 14:05:00+00:00,1770213900,4944.39,2026-02-04 15:45:00+00:00,1770219900,News Embargo,4968.8,"[np.float64(4808.72), np.float64(4534.68), None, None, None]",19.65,1818.61,1.84,56273.9,[],1.82
139,short,4890.45,2026-02-05 06:00:00+00:00,1770271200,4938.27,2026-02-05 07:25:00+00:00,1770276300,SL,4938.12,"[np.float64(4676.77), np.float64(4420.18), None, None, None]",20.98,-1003.2,-0.98,55270.7,[],-1.0
140,short,4883.82,2026-02-05 09:00:00+00:00,1770282000,4898.07,2026-02-05 16:50:00+00:00,1770310200,SL,4897.92,"[np.float64(4610.1), np.float64(4281.45), None, None, None]",16.39,-233.5,-0.29,55037.2,[],-0.23
141,short,4868.92,2026-02-05 17:55:00+00:00,1770314100,4726.25,2026-02-06 00:25:00+00:00,1770337500,Trail_SL,4726.1,"[np.float64(4670.42), np.float64(4432.03), None, None, None]",22.58,3850.12,3.5,58887.33,[1],3.85
142,short,5012.9,2026-02-09 07:10:00+00:00,1770621000,5064.16,2026-02-09 16:00:00+00:00,1770652800,SL,5064.01,"[np.float64(4782.99), np.float64(4506.91), None, None, None]",19.5,-999.57,-1.02,57887.76,[],-1.0
143,long,5068.52,2026-02-11 13:45:00+00:00,1770817500,5074.34,2026-02-11 14:15:00+00:00,1770819300,News Embargo,5015.7,"[np.float64(5305.38), np.float64(5589.8), None, None, None]",18.93,110.17,0.11,57997.93,[],0.11
144,long,5065.05,2026-02-11 15:00:00+00:00,1770822000,5063.21,2026-02-12 10:15:00+00:00,1770891300,Signal,4994.03,"[np.float64(5383.82), np.float64(5766.51), None, None, None]",14.08,-25.91,-0.04,57972.03,[],-0.03
145,short,5063.21,2026-02-12 10:15:00+00:00,1770891300,5069.98,2026-02-12 13:15:00+00:00,1770902100,Signal,5088.27,"[np.float64(4951.26), np.float64(4816.75), None, None, None]",39.9,-270.12,-0.13,57701.9,[],-0.27
146,long,5069.98,2026-02-12 13:15:00+00:00,1770902100,5045.58,2026-02-12 14:55:00+00:00,1770908100,SL,5045.73,"[np.float64(5178.26), np.float64(5308.38), None, None, None]",41.24,-1006.09,-0.48,56695.81,[],-1.01
147,long,5069.71,2026-02-12 15:30:00+00:00,1770910200,5032.36,2026-02-12 16:10:00+00:00,1770912600,SL,5032.51,"[np.float64(5236.28), np.float64(5436.34), None, None, None]",26.88,-1003.92,-0.74,55691.89,[],-1.0
148,short,4926.78,2026-02-17 09:50:00+00:00,1771321800,4937.01,2026-02-17 12:05:00+00:00,1771329900,SL,4936.86,"[np.float64(4844.77), np.float64(4746.19), None, None, None]",54.33,-555.85,-0.21,55136.04,[],-0.56
149,short,4930.9,2026-02-17 12:55:00+00:00,1771332900,4873.25,2026-02-17 14:05:00+00:00,1771337100,Trail_SL,4873.1,"[np.float64(4843.35), np.float64(4738.11), None, None, None]",50.92,3692.88,1.47,58828.92,[1],3.69
150,long,4914.22,2026-02-18 10:35:00+00:00,1771410900,4988.21,2026-02-18 18:25:00+00:00,1771439100,Trail_SL,4988.36,"[np.float64(4977.42), np.float64(5053.44), None, None, None]",70.28,4815.83,1.39,63644.75,[1],4.82
151,short,4984.41,2026-02-19 14:00:00+00:00,1771509600,5004.05,2026-02-19 14:50:00+00:00,1771512600,SL,5003.9,"[np.float64(4871.41), np.float64(4735.63), None, None, None]",39.53,-776.4,-0.39,62868.35,[],-0.78
152,long,5022.98,2026-02-20 11:45:00+00:00,1771587900,5033.23,2026-02-20 15:00:00+00:00,1771599600,SL,5033.38,"[np.float64(5098.76), np.float64(5189.87), None, None, None]",58.74,602.28,0.2,63470.63,[],0.6
153,long,5021.34,2026-02-20 15:05:00+00:00,1771599900,5098.34,2026-02-20 21:30:00+00:00,1771623000,Weekend Close,5008.18,"[np.float64(5276.04), np.float64(5581.86), None, None, None]",17.61,1355.97,1.53,64826.6,[],1.36
154,short,5148.88,2026-02-23 11:15:00+00:00,1771845300,5172.57,2026-02-23 14:30:00+00:00,1771857000,SL,5172.42,"[np.float64(5043.77), np.float64(4917.46), None, None, None]",42.48,-1006.39,-0.46,63820.21,[],-1.01
155,long,5183.04,2026-02-26 15:45:00+00:00,1772120700,5225.97,2026-02-27 14:15:00+00:00,1772201700,News Embargo,5163.42,"[np.float64(5398.65), np.float64(5657.55), None, None, None]",20.79,892.51,0.83,64712.72,[],0.89
156,long,5381.18,2026-03-02 11:45:00+00:00,1772451900,5383.2,2026-03-02 14:00:00+00:00,1772460000,SL,5383.35,"[np.float64(5473.86), np.float64(5585.25), None, None, None]",48.13,96.99,0.04,64809.71,[],0.1
157,long,5159.91,2026-03-04 06:55:00+00:00,1772607300,5142.44,2026-03-04 14:55:00+00:00,1772636100,SL,5142.59,"[np.float64(5336.67), np.float64(5548.96), None, None, None]",25.34,-442.71,-0.34,64367.0,[],-0.44
158,long,5095.93,2026-03-09 09:30:00+00:00,1773048600,5091.0,2026-03-09 11:30:00+00:00,1773055800,SL,5091.15,"[np.float64(5211.55), np.float64(5350.47), None, None, None]",38.65,-190.63,-0.1,64176.37,[],-0.19
159,long,5092.42,2026-03-09 12:50:00+00:00,1773060600,5074.59,2026-03-09 14:40:00+00:00,1773067200,SL,5074.74,"[np.float64(5197.97), np.float64(5324.82), None, None, None]",42.3,-754.36,-0.35,63422.01,[],-0.75
160,long,5094.28,2026-03-09 15:35:00+00:00,1773070500,5177.42,2026-03-10 19:15:00+00:00,1773170100,SL,5177.57,"[np.float64(5263.79), np.float64(5467.39), None, None, None]",26.42,2196.69,1.63,65618.7,[],2.2
161,long,5209.47,2026-03-11 07:10:00+00:00,1773213000,5189.93,2026-03-11 08:30:00+00:00,1773217800,SL,5190.08,"[np.float64(5295.92), np.float64(5399.84), None, None, None]",51.56,-1007.7,-0.38,64611.0,[],-1.01
162,long,5153.63,2026-03-12 06:40:00+00:00,1773297600,5163.79,2026-03-12 13:20:00+00:00,1773321600,SL,5163.94,"[np.float64(5230.73), np.float64(5323.42), None, None, None]",57.75,587.0,0.2,65198.0,[],0.59
163,long,5181.41,2026-03-12 13:45:00+00:00,1773323100,5163.4,2026-03-12 14:20:00+00:00,1773325200,SL,5163.55,"[np.float64(5260.95), np.float64(5356.58), None, None, None]",55.99,-1008.34,-0.35,64189.65,[],-1.01
164,long,5171.97,2026-03-12 14:20:00+00:00,1773325200,5147.96,2026-03-12 14:50:00+00:00,1773327000,SL,5148.11,"[np.float64(5278.52), np.float64(5406.56), None, None, None]",41.91,-1006.29,-0.46,63183.37,[],-1.01
165,short,5096.11,2026-03-13 11:50:00+00:00,1773402600,5108.27,2026-03-13 13:00:00+00:00,1773406800,SL,5108.12,"[np.float64(5035.33), np.float64(4962.22), None, None, None]",73.05,-888.47,-0.24,62294.9,[],-0.89
166,short,5012.2,2026-03-17 14:50:00+00:00,1773759000,4908.36,2026-03-18 13:15:00+00:00,1773839700,News Embargo,4954.5,"[np.float64(4872.97), np.float64(4705.72), None, None, None]",32.13,3336.38,2.07,65631.28,[],3.34
167,long,4409.33,2026-03-24 12:00:00+00:00,1774353600,4508.97,2026-03-25 20:05:00+00:00,1774469100,SL,4509.12,"[np.float64(4671.57), np.float64(4986.44), None, None, None]",17.11,1704.78,2.26,67336.05,[],1.7
168,short,4452.27,2026-03-26 14:45:00+00:00,1774536300,4401.58,2026-03-26 21:10:00+00:00,1774559400,SL,4401.43,"[np.float64(4312.0), np.float64(4143.49), None, None, None]",31.89,1616.56,1.14,68952.61,[],1.62
169,long,4530.39,2026-03-30 16:15:00+00:00,1774887300,4515.8,2026-03-30 18:30:00+00:00,1774895400,SL,4515.95,"[np.float64(4644.14), np.float64(4780.82), None, None, None]",39.28,-573.0,-0.32,68379.61,[],-0.57
170,long,4558.09,2026-03-31 06:15:00+00:00,1774937700,4544.24,2026-03-31 08:15:00+00:00,1774944900,SL,4544.39,"[np.float64(4662.74), np.float64(4788.5), None, None, None]",42.66,-590.94,-0.3,67788.67,[],-0.59
171,long,4559.76,2026-03-31 08:40:00+00:00,1774946400,4533.16,2026-03-31 11:35:00+00:00,1774956900,SL,4533.31,"[np.float64(4677.96), np.float64(4819.98), None, None, None]",37.81,-1005.76,-0.58,66782.91,[],-1.01
172,long,4567.02,2026-03-31 12:15:00+00:00,1774959300,4735.95,2026-04-01 14:30:00+00:00,1775053800,News Embargo,4696.38,"[np.float64(4754.17), np.float64(4978.93), None, None, None]",23.94,4260.5,3.9,71043.42,[1],4.26
173,long,4666.47,2026-04-06 16:15:00+00:00,1775492100,4635.09,2026-04-07 02:00:00+00:00,1775527200,SL,4635.24,"[np.float64(4806.2), np.float64(4974.05), None, None, None]",32.02,-1004.9,-0.67,70038.52,[],-1.0
174,long,4725.37,2026-04-09 08:05:00+00:00,1775721900,4715.79,2026-04-09 08:15:00+00:00,1775722500,Signal,4691.16,"[np.float64(4878.49), np.float64(5062.41), None, None, None]",29.23,-280.02,-0.2,69758.5,[],-0.28
175,short,4715.79,2026-04-09 08:15:00+00:00,1775722500,4718.96,2026-04-09 08:30:00+00:00,1775723400,Signal,4741.29,"[np.float64(4601.86), np.float64(4464.96), None, None, None]",39.21,-124.3,-0.07,69634.2,[],-0.12
176,long,4718.96,2026-04-09 08:30:00+00:00,1775723400,4754.11,2026-04-10 01:00:00+00:00,1775782800,SL,4754.26,"[np.float64(4850.37), np.float64(5008.24), None, None, None]",34.03,1196.28,0.74,70830.48,[],1.2
177,long,4759.46,2026-04-10 10:15:00+00:00,1775816100,4766.64,2026-04-10 13:15:00+00:00,1775826900,News Embargo,4728.72,"[np.float64(4896.98), np.float64(5062.19), None, None, None]",32.53,233.57,0.15,71064.05,[],0.23
178,long,4712.63,2026-04-13 11:25:00+00:00,1776079500,4706.33,2026-04-13 12:40:00+00:00,1776084000,SL,4706.48,"[np.float64(4775.45), np.float64(4851.01), None, None, None]",70.7,-445.37,-0.13,70618.68,[],-0.45
179,long,4715.78,2026-04-13 13:40:00+00:00,1776087600,4713.48,2026-04-13 15:20:00+00:00,1776093600,SL,4713.63,"[np.float64(4802.53), np.float64(4906.81), None, None, None]",51.38,-118.06,-0.05,70500.62,[],-0.12
180,long,4715.26,2026-04-13 16:45:00+00:00,1776098700,4769.61,2026-04-14 13:15:00+00:00,1776172500,News Embargo,4752.94,"[np.float64(4836.46), np.float64(4982.09), None, None, None]",36.88,2004.43,1.15,72505.05,[],2.0
181,short,4818.77,2026-04-15 14:30:00+00:00,1776263400,4808.03,2026-04-15 17:05:00+00:00,1776272700,SL,4807.88,"[np.float64(4759.82), np.float64(4688.9), None, None, None]",75.28,808.22,0.22,73313.26,[],0.81
182,short,4816.08,2026-04-16 14:40:00+00:00,1776350400,4802.4,2026-04-16 16:05:00+00:00,1776355500,SL,4802.25,"[np.float64(4734.17), np.float64(4635.69), None, None, None]",54.39,744.14,0.28,74057.41,[],0.74
183,long,4790.16,2026-04-20 06:00:00+00:00,1776664800,4787.98,2026-04-20 08:55:00+00:00,1776675300,SL,4788.13,"[np.float64(4838.8), np.float64(4897.35), None, None, None]",90.98,-198.09,-0.05,73859.32,[],-0.2
184,short,4786.71,2026-04-21 13:30:00+00:00,1776778200,4790.74,2026-04-21 14:40:00+00:00,1776782400,SL,4790.59,"[np.float64(4706.95), np.float64(4611.05), None, None, None]",55.84,-225.25,-0.08,73634.07,[],-0.23
185,long,4757.29,2026-04-22 11:45:00+00:00,1776858300,4743.6,2026-04-22 13:45:00+00:00,1776865500,SL,4743.75,"[np.float64(4817.4), np.float64(4889.72), None, None, None]",73.85,-1011.13,-0.29,72622.93,[],-1.01
186,long,4755.36,2026-04-22 14:40:00+00:00,1776868800,4733.26,2026-04-22 15:30:00+00:00,1776871800,SL,4733.41,"[np.float64(4853.3), np.float64(4971.01), None, None, None]",45.56,-1006.8,-0.46,71616.14,[],-1.01
187,long,4717.44,2026-04-23 16:50:00+00:00,1776963000,4716.71,2026-04-23 18:05:00+00:00,1776967500,SL,4716.86,"[np.float64(4773.37), np.float64(4840.66), None, None, None]",79.29,-57.77,-0.02,71558.37,[],-0.06
188,short,4683.14,2026-04-24 10:25:00+00:00,1777026300,4697.2,2026-04-24 12:05:00+00:00,1777032300,SL,4697.05,"[np.float64(4620.93), np.float64(4546.09), None, None, None]",71.38,-1003.89,-0.3,70554.48,[],-1.0
189,long,4709.64,2026-04-27 09:30:00+00:00,1777282200,4699.89,2026-04-27 10:30:00+00:00,1777285800,SL,4700.04,"[np.float64(4751.99), np.float64(4803.0), None, None, None]",104.22,-1015.63,-0.21,69538.85,[],-1.02
190,short,4696.07,2026-04-27 14:00:00+00:00,1777298400,4593.43,2026-04-28 13:20:00+00:00,1777382400,Trail_SL,4593.28,"[np.float64(4588.94), np.float64(4460.2), None, None, None]",41.68,4368.41,2.23,73907.26,[1],4.37
191,short,4595.14,2026-04-29 06:30:00+00:00,1777444200,4576.31,2026-04-29 11:30:00+00:00,1777462200,SL,4576.16,"[np.float64(4524.65), np.float64(4439.88), None, None, None]",63.1,1188.42,0.41,75095.68,[],1.19
192,long,4611.03,2026-04-30 17:20:00+00:00,1777569600,4610.6,2026-05-01 05:45:00+00:00,1777614300,SL,4610.75,"[np.float64(4681.59), np.float64(4766.44), None, None, None]",63.04,-27.17,-0.01,75068.51,[],-0.03
193,short,4576.77,2026-05-04 15:20:00+00:00,1777908000,4535.29,2026-05-05 02:05:00+00:00,1777946700,SL,4535.14,"[np.float64(4480.52), np.float64(4364.83), None, None, None]",46.35,1922.76,0.91,76991.26,[],1.92
194,long,4703.33,2026-05-07 06:30:00+00:00,1778135400,4727.54,2026-05-07 10:00:00+00:00,1778148000,SL,4727.69,"[np.float64(4775.28), np.float64(4861.81), None, None, None]",61.83,1497.07,0.51,78488.33,[],1.5
195,short,4715.05,2026-05-08 08:10:00+00:00,1778227800,4704.13,2026-05-08 13:15:00+00:00,1778246100,News Embargo,4740.61,"[np.float64(4594.22), np.float64(4449.04), None, None, None]",36.99,403.93,0.23,78892.27,[],0.4
196,long,4717.63,2026-05-08 17:25:00+00:00,1778261100,4717.21,2026-05-08 21:30:00+00:00,1778275800,Weekend Close,4690.69,"[np.float64(4838.03), np.float64(4982.68), None, None, None]",37.12,-15.59,-0.01,78876.67,[],-0.02
197,short,4704.67,2026-05-12 11:10:00+00:00,1778584200,4706.06,2026-05-12 12:40:00+00:00,1778589600,SL,4705.91,"[np.float64(4646.49), np.float64(4576.49), None, None, None]",76.26,-106.02,-0.03,78770.65,[],-0.11
198,short,4697.91,2026-05-12 14:35:00+00:00,1778596500,4680.49,2026-05-12 18:15:00+00:00,1778609700,SL,4680.34,"[np.float64(4580.03), np.float64(4438.38), None, None, None]",37.91,660.47,0.37,79431.12,[],0.66
199,short,4704.33,2026-05-13 06:05:00+00:00,1778652300,4711.09,2026-05-13 07:05:00+00:00,1778655900,SL,4710.94,"[np.float64(4657.13), np.float64(4600.32), None, None, None]",93.71,-633.85,-0.14,78797.27,[],-0.63
200,short,4693.35,2026-05-14 14:15:00+00:00,1778768100,4570.7,2026-05-15 11:50:00+00:00,1778845800,Trail_SL,4570.55,"[np.float64(4585.66), np.float64(4456.26), None, None, None]",41.47,4772.79,2.45,83570.06,[1],4.77
201,short,4474.13,2026-05-20 10:25:00+00:00,1779272700,4490.27,2026-05-20 10:55:00+00:00,1779274500,SL,4490.12,"[np.float64(4402.99), np.float64(4317.44), None, None, None]",62.53,-1009.4,-0.36,82560.66,[],-1.01
202,short,4535.09,2026-05-21 10:30:00+00:00,1779359400,4517.27,2026-05-21 14:50:00+00:00,1779375000,SL,4517.12,"[np.float64(4456.1), np.float64(4361.14), None, None, None]",56.38,1004.84,0.39,83565.5,[],1.0
203,long,4528.6,2026-05-22 10:45:00+00:00,1779446700,4507.5,2026-05-22 15:00:00+00:00,1779462000,SL,4507.65,"[np.float64(4622.06), np.float64(4734.38), None, None, None]",47.73,-1007.17,-0.47,82558.33,[],-1.01
204,short,4535.66,2026-05-26 09:00:00+00:00,1779786000,4532.3,2026-05-26 11:15:00+00:00,1779794100,SL,4532.15,"[np.float64(4479.35), np.float64(4411.6), None, None, None]",78.76,264.31,0.07,82822.64,[],0.26
205,short,4385.25,2026-05-28 08:50:00+00:00,1779958200,4406.42,2026-05-28 13:45:00+00:00,1779975900,SL,4406.27,"[np.float64(4291.5), np.float64(4178.83), None, None, None]",47.58,-1007.06,-0.48,81815.57,[],-1.01
206,short,4503.02,2026-06-01 11:35:00+00:00,1780313700,4465.76,2026-06-01 14:30:00+00:00,1780324200,News Embargo,4482.38,"[np.float64(4447.72), np.float64(4381.19), None, None, None]",80.18,2987.51,0.83,84803.08,[],2.99
207,long,4528.18,2026-06-02 13:30:00+00:00,1780407000,4513.77,2026-06-02 13:55:00+00:00,1780408500,SL,4513.92,"[np.float64(4591.54), np.float64(4667.75), None, None, None]",70.11,-1010.54,-0.32,83792.54,[],-1.01
208,short,4448.31,2026-06-05 07:35:00+00:00,1780644900,4453.84,2026-06-05 07:45:00+00:00,1780645500,Signal,4460.73,"[np.float64(4393.26), np.float64(4327.02), None, None, None]",80.54,-445.39,-0.12,83347.15,[],-0.45
209,long,4453.84,2026-06-05 07:45:00+00:00,1780645500,4469.18,2026-06-05 13:15:00+00:00,1780665300,News Embargo,4428.26,"[np.float64(4585.88), np.float64(4744.52), None, None, None]",33.87,519.57,0.34,83866.72,[],0.52
210,long,4331.73,2026-06-09 09:10:00+00:00,1780996200,4330.74,2026-06-09 14:25:00+00:00,1781015100,Signal,4316.65,"[np.float64(4411.8), np.float64(4508.06), None, None, None]",55.63,-55.07,-0.02,83811.65,[],-0.06
211,short,4330.74,2026-06-09 14:25:00+00:00,1781015100,4346.36,2026-06-09 14:45:00+00:00,1781016300,SL,4346.21,"[np.float64(4261.96), np.float64(4179.25), None, None, None]",64.65,-1009.64,-0.36,82802.01,[],-1.01
212,short,4328.77,2026-06-09 14:55:00+00:00,1781016900,4210.43,2026-06-10 07:00:00+00:00,1781074800,Trail_SL,4210.28,"[np.float64(4222.53), np.float64(4094.87), None, None, None]",42.03,4716.33,2.59,87518.34,[1],4.72
213,long,4081.95,2026-06-11 13:55:00+00:00,1781186100,4060.1,2026-06-11 15:10:00+00:00,1781190600,SL,4060.25,"[np.float64(4178.77), np.float64(4295.13), None, None, None]",46.09,-1007.01,-0.54,86511.33,[],-1.01
214,short,4079.47,2026-06-11 17:25:00+00:00,1781198700,4110.17,2026-06-11 18:30:00+00:00,1781202600,SL,4110.02,"[np.float64(3942.8), np.float64(3778.62), None, None, None]",32.73,-1004.94,-0.75,85506.39,[],-1.0
215,long,4194.17,2026-06-12 08:55:00+00:00,1781254500,4214.35,2026-06-12 21:30:00+00:00,1781299800,Weekend Close,4176.72,"[np.float64(4358.63), np.float64(4556.16), None, None, None]",27.23,549.5,0.48,86055.89,[],0.55
216,short,4316.71,2026-06-16 06:35:00+00:00,1781591700,4340.99,2026-06-16 09:15:00+00:00,1781601300,SL,4340.84,"[np.float64(4208.93), np.float64(4079.42), None, None, None]",41.44,-1006.33,-0.56,85049.56,[],-1.01
217,long,4338.33,2026-06-16 14:20:00+00:00,1781619600,4323.75,2026-06-16 15:15:00+00:00,1781622900,SL,4323.9,"[np.float64(4402.44), np.float64(4479.56), None, None, None]",69.29,-1010.32,-0.34,84039.23,[],-1.01
218,long,4332.03,2026-06-17 10:25:00+00:00,1781691900,4329.34,2026-06-17 10:30:00+00:00,1781692200,Signal,4313.18,"[np.float64(4416.02), np.float64(4516.98), None, None, None]",53.06,-142.73,-0.06,83896.5,[],-0.14
219,short,4329.34,2026-06-17 10:30:00+00:00,1781692200,4342.61,2026-06-17 14:45:00+00:00,1781707500,SL,4342.46,"[np.float64(4266.74), np.float64(4191.44), None, None, None]",70.95,-941.6,-0.31,82954.9,[],-0.94
220,short,4302.97,2026-06-18 06:45:00+00:00,1781765100,4171.64,2026-06-19 09:20:00+00:00,1781860800,Trail_SL,4171.49,"[np.float64(4163.41), np.float64(3995.75), None, None, None]",32.05,4338.68,3.15,87293.58,[1],4.34
221,short,4151.31,2026-06-19 17:50:00+00:00,1781891400,4163.03,2026-06-22 00:05:00+00:00,1782086700,SL,4162.88,"[np.float64(4085.88), np.float64(4007.18), None, None, None]",67.92,-795.91,-0.28,86497.67,[],-0.8
222,long,4201.26,2026-06-22 15:45:00+00:00,1782143100,4168.94,2026-06-23 02:30:00+00:00,1782181800,SL,4169.09,"[np.float64(4345.21), np.float64(4518.13), None, None, None]",31.08,-1004.58,-0.77,85493.09,[],-1.0
223,short,4130.92,2026-06-23 14:45:00+00:00,1782225900,4110.65,2026-06-24 01:05:00+00:00,1782263100,SL,4110.5,"[np.float64(4048.0), np.float64(3948.32), None, None, None]",53.74,1089.54,0.49,86582.63,[],1.09
224,long,4061.76,2026-06-29 07:05:00+00:00,1782716700,4036.58,2026-06-29 10:45:00+00:00,1782729900,SL,4036.73,"[np.float64(4173.59), np.float64(4307.96), None, None, None]",39.95,-1006.11,-0.62,85576.52,[],-1.01
225,long,4025.23,2026-06-30 14:40:00+00:00,1782830400,4020.68,2026-06-30 18:10:00+00:00,1782843000,SL,4020.83,"[np.float64(4143.72), np.float64(4286.1), None, None, None]",37.71,-171.75,-0.11,85404.76,[],-0.17
