datetime,open,high,low,close,volume,spread
2015-08-14 14:00:00+00:00,1118.55,1120.7,1117.81,1118.5,1346,1000
2015-08-14 15:00:00+00:00,1118.45,1118.85,1116.14,1117.72,1939,1000
2015-08-14 16:00:00+00:00,1117.76,1118.96,1116.95,1117.75,2413,1000
2015-08-14 17:00:00+00:00,1117.7,1120.41,1113.28,1114.75,3733,1000
2015-08-14 18:00:00+00:00,1114.69,1115.9,1111.39,1113.39,4340,1000
2015-08-14 19:00:00+00:00,1113.35,1114.05,1112.4,1113.3,1280,1000
2015-08-14 20:00:00+00:00,1113.29,1113.68,1111.49,1112.4,1517,1000
2015-08-14 21:00:00+00:00,1112.31,1114.21,1112.19,1113.39,888,1000
2015-08-14 22:00:00+00:00,1113.46,1115.26,1113.46,1114.79,839,1000
2015-08-14 23:00:00+00:00,1114.69,1115.3,1114.37,1114.46,412,1000
2015-08-17 01:00:00+00:00,1113.97,1114.58,1113.37,1114.06,407,1000
2015-08-17 02:00:00+00:00,1114.05,1114.53,1113.88,1113.99,209,1000
2015-08-17 03:00:00+00:00,1114.03,1115.11,1113.59,1113.59,484,1000
2015-08-17 04:00:00+00:00,1113.64,1117.1,1113.63,1116.45,1406,1000
2015-08-17 05:00:00+00:00,1116.46,1116.5,1115.12,1116.22,791,1000
2015-08-17 06:00:00+00:00,1116.21,1116.94,1115.55,1116.19,680,1000
2015-08-17 07:00:00+00:00,1116.14,1117.0,1115.71,1116.4,518,1000
2015-08-17 08:00:00+00:00,1116.39,1117.97,1116.07,1117.93,771,1000
2015-08-17 09:00:00+00:00,1117.97,1119.53,1117.51,1119.34,1284,1000
2015-08-17 10:00:00+00:00,1119.25,1119.58,1116.0,1116.8,1853,1000
2015-08-17 11:00:00+00:00,1116.9,1118.01,1116.71,1117.07,1062,1000
2015-08-17 12:00:00+00:00,1117.04,1117.61,1115.71,1115.87,996,1000
2015-08-17 13:00:00+00:00,1115.95,1117.19,1115.76,1116.15,704,1000
2015-08-17 14:00:00+00:00,1116.21,1116.91,1115.76,1116.47,814,1000
2015-08-17 15:00:00+00:00,1116.51,1122.45,1115.92,1120.37,2798,1000
2015-08-17 16:00:00+00:00,1120.39,1121.42,1117.42,1119.28,3409,1000
2015-08-17 17:00:00+00:00,1119.4,1119.83,1116.51,1116.9,2828,1000
2015-08-17 18:00:00+00:00,1116.96,1118.93,1116.8,1118.17,1561,1000
2015-08-17 19:00:00+00:00,1118.26,1119.45,1117.87,1118.65,923,1000
